No.,Time,Source,Destination,Protocol,Length,Info,,,,,,,,,,,,,,,,,,,,,,,,,,,time 2,time 1,delay 1,delay 2,jiter
2941,67.501449,172.217.194.155,192.168.100.10,TCP,56,[TCP Previous segment not captured] 443  >  50275 [ACK] Seq=1686 Ack=2255 Win=69632 Len=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2942,67.502467,172.217.194.155,192.168.100.10,TCP,93,"[TCP Retransmission] 443  >  50275 [PSH, ACK] Seq=1647 Ack=2224 Win=69632 Len=39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2943,67.525987,192.168.100.10,36.92.238.237,TCP,54,50274  >  443 [ACK] Seq=2123 Ack=142846 Win=66304 Len=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,67.530476,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=142846 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2945,67.530482,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=144258 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2946,67.530619,192.168.100.10,36.92.238.237,TCP,54,50274  >  443 [ACK] Seq=2123 Ack=145670 Win=63488 Len=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,67.531174,192.168.100.10,172.217.194.155,TLSv1.3,93,Application Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2948,67.53146,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=145670 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2949,67.531463,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=147082 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2950,67.531472,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=148494 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2951,67.531473,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=149906 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952,67.531475,36.92.238.237,192.168.100.10,TCP,302,"443  >  50274 [PSH, ACK] Seq=151318 Ack=2123 Win=72448 Len=248 [TCP segment of a reassembled PDU]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2953,67.531558,192.168.100.10,36.92.238.237,TCP,54,50274  >  443 [ACK] Seq=2123 Ack=151566 Win=57600 Len=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2954,67.533443,36.92.238.237,192.168.100.10,TLSv1.3,1466,Application Data [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2955,67.533449,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=152978 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2956,67.533451,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=154390 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2957,67.533453,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=155802 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2958,67.533455,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=157214 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2959,67.533457,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=158626 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2960,67.533459,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=160038 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2961,67.53346,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=161450 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2962,67.533463,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=162862 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2963,67.533464,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=164274 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2964,67.533466,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=165686 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2965,67.533468,36.92.238.237,192.168.100.10,TLSv1.3,1466,Application Data [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2966,67.533629,192.168.100.10,36.92.238.237,TCP,54,50274  >  443 [ACK] Seq=2123 Ack=168510 Win=40448 Len=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2967,67.534472,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=168510 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2968,67.534476,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=169922 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2969,67.534477,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=171334 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2970,67.53448,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=172746 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2971,67.534588,192.168.100.10,36.92.238.237,TCP,54,50274  >  443 [ACK] Seq=2123 Ack=174158 Win=34816 Len=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2972,67.538254,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=174158 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2973,67.538259,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=175570 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2974,67.538261,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=176982 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2975,67.538263,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=178394 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2976,67.538264,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=179806 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2977,67.538266,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=181218 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2978,67.538272,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=182630 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2979,67.538274,36.92.238.237,192.168.100.10,TLSv1.3,1466,Application Data [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2980,67.538276,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=185454 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2981,67.538278,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=186866 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2982,67.53828,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=188278 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2983,67.538282,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=189690 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2984,67.538284,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=191102 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2985,67.538286,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=192514 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2986,67.538288,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=193926 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987,67.53829,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=195338 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2988,67.538291,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=196750 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2989,67.538293,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=198162 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2990,67.538295,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=199574 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2991,67.538297,36.92.238.237,192.168.100.10,TLSv1.3,1466,Application Data [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2992,67.538299,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=202398 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2993,67.538301,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=203810 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2994,67.538516,192.168.100.10,36.92.238.237,TCP,54,50274  >  443 [ACK] Seq=2123 Ack=205222 Win=3840 Len=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2995,67.539429,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=205222 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2996,67.539433,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=206634 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997,67.539524,192.168.100.10,36.92.238.237,TCP,54,50274  >  443 [ACK] Seq=2123 Ack=208046 Win=1024 Len=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2998,67.551183,36.92.238.237,192.168.100.10,TCP,1158,443  >  50274 [ACK] Seq=208046 Ack=2123 Win=72448 Len=1104 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2999,67.552445,172.217.194.155,192.168.100.10,TCP,56,443  >  50275 [ACK] Seq=1686 Ack=2294 Win=69632 Len=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,67.553102,192.168.100.10,36.92.238.237,TCP,54,50274  >  443 [ACK] Seq=2123 Ack=209150 Win=66304 Len=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3001,67.556551,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=209150 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3002,67.556556,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=210562 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3003,67.556697,192.168.100.10,36.92.238.237,TCP,54,50274  >  443 [ACK] Seq=2123 Ack=211974 Win=66304 Len=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3004,67.557138,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=211974 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005,67.557142,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=213386 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3006,67.557201,192.168.100.10,36.92.238.237,TCP,54,50274  >  443 [ACK] Seq=2123 Ack=214798 Win=66304 Len=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3007,67.560663,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=214798 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3008,67.56067,36.92.238.237,192.168.100.10,TCP,362,"443  >  50274 [PSH, ACK] Seq=216210 Ack=2123 Win=72448 Len=308 [TCP segment of a reassembled PDU]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3009,67.560672,36.92.238.237,192.168.100.10,TLSv1.3,1466,Application Data [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010,67.560674,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=217930 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3011,67.560675,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=219342 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3012,67.560677,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=220754 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013,67.56068,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=222166 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014,67.560681,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=223578 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3015,67.560683,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=224990 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3016,67.560685,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=226402 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017,67.560687,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=227814 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3018,67.560688,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=229226 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3019,67.560691,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=230638 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3020,67.560692,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=232050 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3021,67.560694,36.92.238.237,192.168.100.10,TLSv1.3,1466,Application Data [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3022,67.560891,192.168.100.10,36.92.238.237,TCP,54,50274  >  443 [ACK] Seq=2123 Ack=234874 Win=55040 Len=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,67.561466,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=234874 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,67.561469,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=236286 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,67.561471,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=237698 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3026,67.561472,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=239110 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,67.561475,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=240522 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,67.561476,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=241934 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3029,67.561572,192.168.100.10,36.92.238.237,TCP,54,50274  >  443 [ACK] Seq=2123 Ack=243346 Win=46592 Len=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,67.5636,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=243346 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3031,67.563605,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=244758 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3032,67.563608,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=246170 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3033,67.563609,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=247582 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3034,67.563611,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=248994 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3035,67.563614,36.92.238.237,192.168.100.10,TLSv1.3,1466,Application Data [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3036,67.563615,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=251818 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3037,67.563617,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=253230 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3038,67.563619,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=254642 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3039,67.563621,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=256054 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040,67.563783,192.168.100.10,36.92.238.237,TCP,54,50274  >  443 [ACK] Seq=2123 Ack=257466 Win=32256 Len=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3041,67.564516,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=257466 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3042,67.564519,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=258878 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3043,67.564521,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=260290 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3044,67.564523,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=261702 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3045,67.564525,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=263114 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3046,67.564527,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=264526 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3047,67.564529,36.92.238.237,192.168.100.10,TLSv1.3,1466,Application Data [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3048,67.56453,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=267350 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049,67.564659,192.168.100.10,36.92.238.237,TCP,54,50274  >  443 [ACK] Seq=2123 Ack=268762 Win=20992 Len=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050,67.565464,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=268762 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3051,67.56547,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=270174 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3052,67.565585,192.168.100.10,36.92.238.237,TCP,54,50274  >  443 [ACK] Seq=2123 Ack=271586 Win=18176 Len=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053,67.566472,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=271586 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3054,67.566478,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=272998 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055,67.566479,36.92.238.237,192.168.100.10,TCP,1098,443  >  50274 [ACK] Seq=274410 Ack=2123 Win=72448 Len=1044 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056,67.566481,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=275454 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3057,67.566593,192.168.100.10,36.92.238.237,TCP,54,50274  >  443 [ACK] Seq=2123 Ack=276866 Win=13056 Len=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3058,67.567378,192.168.100.10,36.92.238.237,TCP,54,[TCP Window Update] 50274  >  443 [ACK] Seq=2123 Ack=276866 Win=66304 Len=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3059,67.568437,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=276866 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060,67.568442,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=278278 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3061,67.568545,192.168.100.10,36.92.238.237,TCP,54,50274  >  443 [ACK] Seq=2123 Ack=279690 Win=63488 Len=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3062,67.570454,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=279690 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3063,67.57046,36.92.238.237,192.168.100.10,TCP,422,"443  >  50274 [PSH, ACK] Seq=281102 Ack=2123 Win=72448 Len=368 [TCP segment of a reassembled PDU]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3064,67.570461,36.92.238.237,192.168.100.10,TCP,1466,443  >  50274 [ACK] Seq=281470 Ack=2123 Win=72448 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3065,67.570576,192.168.100.10,36.92.238.237,TCP,54,50274  >  443 [ACK] Seq=2123 Ack=282882 Win=60160 Len=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
